LOC105665897	XM_048407609.1
LOC100647774	XM_048407368.1,XM_048407370.1,XM_048407369.1,XM_003396304.4
LOC100651553	XM_003393750.4
LOC100650902	XM_012316609.2,XM_012316608.2,XM_012316610.2
LOC100648883	XM_003401397.4
LOC105666555	XM_012317014.3
LOC100644486	XM_003397086.4
LOC100648657	XM_048412663.1,XM_020866849.2
LOC100649913	XM_003393348.4
LOC100643815	XM_003398457.4
LOC100645386	XM_012316167.3,XM_012316165.3,XM_003400558.4
LOC105666041	XM_012311688.3
LOC100645257	XM_048410605.1,XM_048410604.1,XM_048410609.1,XM_048410606.1,XM_048410607.1,XM_048410608.1
LOC100645788	XM_012309585.3,XM_003393159.4
LOC100652314	XM_012310523.3,XM_048407689.1,XM_048407688.1,XM_012310525.3,XM_020863545.2,XM_048407690.1
LOC100648295	XM_003400173.4
LOC100649086	XM_003394929.4
LOC100645695	XM_012317551.2,XM_020867156.2
LOC100650637	XM_020862671.2,XM_003395025.4
LOC100644201	XM_003393145.4,XM_012310273.3
LOC100643960	XM_003402772.4
LOC100649595	XM_003400344.4
LOC100646848	XM_003401778.4
LOC100646777	XM_020862709.2,XM_048404772.1,XM_020862710.2
LOC100651735	XM_020866967.2,XM_012316976.2
LOC110119349	XM_020863422.2
LOC100647767	XM_048404182.1,XM_048404179.1,XM_048404183.1,XM_048404181.1,XM_048404180.1
LOC105665752	XM_020863300.2,XM_012308745.2
LOC100648078	XM_048413430.1
LOC100642314	XM_048406335.1,XM_003393132.4,XM_048406344.1
LOC100645289	XM_003397334.3
LOC100646556	XM_012315411.3,XM_003400072.4
LOC100650742	XM_012316266.3,XM_003400683.4
LOC125385267	XM_048406572.1
LOC100650168	XM_003399309.4,XM_048410277.1
LOC100648689	XM_003400337.4
LOC100651964	XM_048410001.1,XM_048409999.1,XM_048409998.1,XM_020865458.2,XM_012314179.3,XM_003399397.4,XM_048410002.1,XM_012314176.3,XM_012314174.3,XM_012314173.3,XM_012314172.3,XM_048410000.1
LOC100644855	XM_048409924.1
LOC100644310	XM_048412848.1,XM_003401036.4
LOC100646629	XM_048410126.1,XM_048410127.1
LOC100649947	XM_048412651.1,XM_012316694.3
LOC100651568	XM_003396895.4
LOC100651808	XM_003397946.4
LOC100642513	XM_048414618.1,XM_020868418.2
LOC125384910	XM_048405072.1
LOC100651826	XM_003403216.4
LOC100631087	XM_003401454.4
LOC100648225	XM_012316297.3,XM_012316296.3,XM_003400661.4
LOC110119999	XM_048413166.1
LOC100644878	XM_003394263.4
LOC100642680	XM_003394243.4,XM_003394244.4
LOC100646002	XM_003399432.4,XM_003399433.4,XM_048411208.1
LOC100645625	XM_003394578.4
LOC100644747	XM_012307749.3
LOC100651840	XM_048408584.1,XM_012311656.3
LOC100647736	XM_048408829.1,XM_012311428.3,XM_048408828.1,XM_048408827.1
LOC100647338	XM_048407727.1,XM_003396703.4
LOC100649179	XM_048408384.1,XM_048408385.1,XM_003397443.4,XM_012311622.3
LOC100645951	XM_003397981.4
LOC100643049	XM_003397958.3
LOC100651262	XM_003400522.4
LOC110119458	XM_048407548.1
LOC100643753	XM_048405415.1
LOC105666389	XM_048411039.1
LOC125384873	XM_048404966.1,XM_048404967.1,XM_048404969.1,XM_048404968.1
LOC100646285	XM_048404363.1,XM_003394190.4
LOC100645097	XM_020866320.2,XM_003400145.4
LOC100650035	XM_048405891.1,XM_048405890.1,XM_048405884.1,XM_048405888.1,XM_048405889.1,XM_048405886.1,XM_048405887.1
LOC100642833	XM_012314388.3,XM_048412876.1,XM_048412880.1,XM_048412885.1,XM_048412892.1,XM_048412895.1
LOC100643844	XM_012319632.3,XM_048414466.1,XM_012319609.3
LOC100647001	XM_012317741.3,XM_048413522.1,XM_048413524.1,XM_048413523.1
LOC100643956	XM_003400953.4
LOC100643269	XM_012319350.3,XM_020867998.2
LOC100642651	XM_048411033.1,XM_048411032.1,XM_048411034.1,XM_012314958.3
LOC100648055	XM_048407904.1,XM_003397033.4,XM_012310996.3
LOC100651042	XM_003397138.4,XM_048408073.1
LOC100648541	XM_003393019.4
LOC100647570	XM_003394285.4
LOC100646800	XM_048411360.1,XM_012315463.3,XM_012315464.3
LOC105666401	XM_020866325.2
LOC100646893	XM_003394033.3,XM_012320421.2
LOC100644684	XM_048408307.1,XM_012311278.3,XM_048408306.1
LOC100647933	XM_003398157.4
LOC100649397	XM_048413487.1,XM_012317657.3,XM_048413488.1,XM_012317656.3
LOC100646560	XM_048412022.1
LOC100643142	XM_003402303.4
LOC100646699	XM_012321013.3,XM_048404236.1,XM_012321014.3
LOC100650549	XM_003403206.4,XM_048409780.1
LOC100649241	XM_003402657.4
LOC100651896	XM_012316374.2,XM_012316370.2,XM_012316372.2,XM_012316371.2,XM_012316373.3
LOC100643366	XM_012310935.3
LOC100649072	XM_012317843.3
LOC100643768	XM_003396834.3,XM_048407391.1
LOC100644472	XM_003392909.4
LOC105666974	XM_012319840.2
LOC100644713	XM_003394095.3
LOC100642639	XM_012310934.3,XM_048408110.1
LOC100642345	XM_048411460.1,XM_012315528.3
LOC100645372	XM_003396120.3,XM_012309403.3
LOC100650204	XM_012311019.3,XM_012311021.3,XM_003397051.4,XM_012311022.3,XM_048407912.1,XM_048407913.1,XM_012311020.3,XM_048407911.1,XM_048407914.1
LOC100646109	XM_003396691.4,XM_048407679.1
LOC100649061	XM_048407827.1
LOC100644632	XM_048414375.1,XM_048414370.1,XM_048414379.1,XM_048414373.1,XM_048414368.1,XM_048414364.1,XM_048414383.1,XM_048414382.1,XM_048414376.1,XM_012317033.3,XM_048414384.1,XM_048414371.1,XM_048414381.1,XM_048414367.1,XM_048414380.1,XM_048414365.1,XM_048414374.1,XM_048414369.1,XM_048414378.1,XM_048414372.1,XM_048414366.1,XM_048414377.1
LOC100642479	XM_012308770.3,XM_012308749.3,XM_012308757.3,XM_012308764.3
LOC100651149	XM_048407417.1
LOC100649483	XM_012319517.3
LOC100644083	XM_003402998.4,XM_020868179.2
LOC100645939	XM_020862586.2,XM_012320715.3,XM_020862584.2,XM_012320714.3,XM_048404538.1
LOC100643535	XM_048408524.1,XM_048408522.1,XM_048408523.1,XM_048408525.1
LOC100644907	XM_003400796.4
LOC105665626	XM_048405859.1
LOC100650666	XM_012317481.3
LOC100631059	XM_012318721.3
LOC100652183	XM_020868207.2,XM_048409749.1,XM_012319842.3
LOC100644461	XM_012316760.3
LOC100643740	XM_003399495.4
LOC100647947	XM_003402184.4
LOC100651631	XM_003393593.4,XM_048411730.1
LOC100652279	XM_048406349.1,XM_048406348.1,XM_048406347.1,XM_048406346.1,XM_048406345.1,XM_048406341.1,XM_048406337.1,XM_048406343.1,XM_048406342.1,XM_048406340.1,XM_048406339.1,XM_048406338.1,XM_048406336.1
LOC100644612	XM_012313626.3
LOC100650962	XM_020863677.2,XM_020863678.2,XM_048407480.1,XM_020863675.2,XM_048407482.1,XM_048407481.1
LOC100651853	XM_012316130.3,XM_003400527.4
LOC100646704	XM_003395729.4,XM_012308912.3,XM_020863251.2
LOC100642778	XM_048412889.1,XM_012316668.3
LOC100645165	XM_003396846.4
LOC100642376	XM_012314013.3
LOC100651687	XM_003397945.4,XM_012312336.3,XM_048408845.1,XM_020864430.2,XM_048408846.1,XM_020864429.2,XM_020864431.2
LOC100651462	XM_003400443.4
LOC105666855	XM_012319181.3
LOC100646324	XM_048409542.1,XM_048409543.1,XM_048409541.1,XM_048409540.1,XM_048409539.1,XM_048409545.1,XM_048409544.1
LOC100643515	XM_048407404.1
LOC100645919	XM_048410079.1,XM_048410080.1,XM_003398957.4
LOC100642847	XM_048408210.1,XM_012311113.3
LOC100646485	XM_003401054.4
LOC100651744	XM_003393126.4,XM_048407829.1
LOC105666201	XM_012313292.3,XM_048410125.1
LOC105667085	XM_048413899.1
LOC100649767	XM_020862998.2,XM_003395420.4
LOC100642619	XM_003400613.4
LOC100651471	XM_020868198.2
LOC100646523	XM_048404325.1,XM_048404327.1,XM_048404328.1,XM_048404329.1,XM_048404326.1,XM_048404330.1,XM_048404332.1,XM_048404331.1
LOC100647595	XM_048412376.1,XM_048412375.1
LOC100644733	XM_012314255.3
LOC100650971	XM_003399077.4,XM_012313982.3,XM_012313983.3,XM_048410181.1
LOC100648979	XM_012310487.3,XM_003396717.4,XM_048407590.1
LOC100651868	XM_003393595.4
LOC100649441	XM_048411226.1
LOC100643652	XM_003396752.4
LOC100647086	XM_012318190.3,XM_012318187.3,XM_012318186.3,XM_012318188.3,XM_012318189.3,XM_012318192.3,XM_012318193.3,XM_020867372.2
LOC100643796	XM_012320554.3,XM_048404593.1,XM_048404594.1
LOC100642813	XM_012312502.3
LOC100643398	XM_012316937.3
LOC100651508	XM_012319099.3,XM_012319097.3,XM_012319100.3,XM_003402678.4,XM_003402677.4,XM_012319098.3
LOC110119420	XM_020863780.2
LOC100651526	XM_048408079.1
LOC100651904	XM_012318985.3
LOC100647913	XM_020866916.2,XM_012317146.3
LOC100650404	XM_003396643.4
LOC100644272	XM_003401681.4
LOC100649774	XM_003397448.4
LOC100646856	XM_003393557.4
LOC100647716	XM_012309533.3,XM_012309539.3,XM_012309544.3
LOC100646944	XM_048405821.1
LOC100647318	XM_048412959.1,XM_048412961.1,XM_012317025.3,XM_048412960.1,XM_003401219.4
LOC100649283	XM_012320795.3,XM_048408351.1,XM_048408358.1,XM_012320804.3,XM_048408349.1
LOC100650785	XM_048412110.1,XM_012316126.3,XM_048412111.1,XM_003400518.4
LOC125385155	XM_048406134.1
LOC100650126	XM_003399867.4
LOC100648332	XM_048410171.1,XM_012313322.3,XM_048410172.1
LOC100650108	XM_048412740.1,XM_048412731.1,XM_048412732.1,XM_048412743.1,XM_048412735.1
LOC100642279	XM_020868377.2
LOC100651659	XM_020866660.2
LOC100647327	XM_012311880.3,XM_003393251.4,XM_048404928.1,XM_048404830.1,XM_020865487.2
LOC100646548	XM_003398226.4
LOC100643993	XM_003402467.3,XM_003402468.3
LOC100649895	XM_003399866.4,XM_048410891.1
LOC100650698	XM_003399630.4
LOC100643900	XM_003398287.4
LOC100644261	XM_012311896.3,XM_003397649.4,XM_012311897.3,XM_048408582.1
LOC100647707	XM_012316552.3,XM_012316551.3
LOC100645791	XM_003395226.4
LOC100642480	XM_012318470.3,XM_020866199.2,XM_020866244.2,XM_012318487.3,XM_012318483.3,XM_048410788.1,XM_012318514.3,XM_048410744.1,XM_012318424.3,XM_012318438.3,XM_012318476.3,XM_012318417.3,XM_012318509.3,XM_048410781.1,XM_012318442.3,XM_012318499.3,XM_012318393.3,XM_012318433.3,XM_012318408.3,XM_012318458.3
LOC100644212	XM_020865075.2,XM_048409230.1,XM_048409231.1,XM_048409232.1,XM_048409233.1
LOC100649714	XM_012317664.3,XM_003401642.4,XM_020867259.2
LOC100644325	XM_003394728.4,XM_003394729.4
LOC100651231	XM_012319408.3
LOC100650799	XM_048404422.1,XM_003393199.4,XM_020864763.2,XM_020864757.2,XM_003393198.4,XM_048404426.1
LOC100647973	XM_012311118.3,XM_012311122.3,XM_012311120.3,XM_012311116.3,XM_020864280.2,XM_020864281.2,XM_020864282.2,XM_020864279.2
LOC100651122	XM_012321150.3
LOC100652088	XM_020865700.2
LOC100644705	XM_003402161.4
LOC125384651	XM_048409548.1,XM_048409547.1
LOC100647530	XM_048412489.1,XM_048412496.1,XM_020867224.2,XM_003393721.4,XM_048412483.1,XM_048412455.1,XM_048412466.1,XM_048412461.1,XM_048412469.1
LOC100646963	XM_048411949.1,XM_048411948.1,XM_048411947.1,XM_048411946.1,XM_048411950.1
LOC100645583	XM_020863089.2,XM_048408831.1,XM_048408805.1,XM_020863085.2,XM_048408830.1,XM_048408821.1,XM_020863083.2,XM_048408812.1,XM_020863099.2,XM_048408841.1
LOC100649889	XM_048409872.1
LOC100648165	XM_003396867.3
LOC100651287	XM_012311961.3
LOC100650075	XM_048406250.1,XM_003395589.4
LOC100651758	XM_048406320.1,XM_048406319.1,XM_012309513.3,XM_048406321.1
LOC100642873	XM_003394245.4,XM_048404708.1,XM_048404709.1,XM_048404710.1,XM_048404711.1
LOC100649139	XM_048407405.1,XM_003396876.4
LOC100650522	XM_048405726.1
LOC100647557	XM_012317243.3,XM_012317244.3
LOC105666191	XM_048409572.1,XM_048409573.1
LOC100643129	XM_003398850.4
LOC105665802	XM_048406011.1
LOC125386968	XM_048414154.1
LOC100652316	XM_048408375.1
LOC110119244	XM_048404818.1
LOC110119509	XM_020864252.2
LOC100644838	XM_020868342.2
LOC100652307	XM_048414495.1,XM_048414489.1,XM_048414486.1,XM_048414494.1,XM_048414491.1,XM_048414488.1,XM_048414487.1,XM_048414485.1,XM_048414493.1,XM_048414492.1
LOC100642451	XM_003396017.3
LOC100645384	XM_020865665.2,XM_012313762.3,XM_012313761.3
LOC110119869	XM_020866516.2
LOC100642219	XM_048409029.1,XM_020864922.2,XM_048409030.1,XM_003398190.4
LOC100647776	XM_003396950.4,XM_012310767.3,XM_020863809.2
LOC125384680	XM_048404111.1,XM_048404114.1,XM_048404118.1,XM_048404115.1
LOC100647378	XM_012309147.3
LOC100644484	XM_003396033.4,XM_012309532.3,XM_048406520.1,XM_048406521.1,XM_020863327.2,XM_020863325.2,XM_020863324.2,XM_020863326.2
LOC100646766	XM_020868226.2,XM_048406595.1
LOC100643575	XM_048408214.1
LOC100643820	XM_048410046.1,XM_012313881.3,XM_020865358.2
LOC100646499	XM_012309025.3,XM_003395232.4
LOC100645979	XM_048411287.1
LOC100649151	XM_003400912.4
LOC100642718	XM_048412065.1,XM_020866271.2,XM_048412068.1,XM_003393919.4,XM_012318696.3
LOC125386358	XM_048412310.1
LOC100646554	XM_012314883.3
LOC105666765	XM_012318813.2
LOC100642316	XM_003393600.4
LOC100644597	XM_020868539.2,XM_012321187.3
LOC100643252	XM_048410045.1
LOC100651763	XM_003397627.4
LOC100651029	XM_003393120.4
LOC100642307	XM_003401903.4
LOC100642439	XM_003393996.4,XM_012320352.3
LOC105667099	XM_012320289.3
LOC100644672	XM_020868395.2,XM_003393539.4
LOC125385891	XM_048409835.1
LOC100652219	XM_048407849.1,XM_012320464.3
LOC100642727	XM_003396827.4
LOC100647589	XM_012314731.3,XM_003399927.4
LOC100646958	XM_003399204.4,XM_012313592.3,XM_048409898.1,XM_048409899.1
LOC100642679	XM_003393998.4
LOC100651411	XM_003398599.4,XM_012313118.3
LOC100651824	XM_048406948.1,XM_003402680.4,XM_012319102.3
LOC100644432	XM_003393771.4
LOC100650911	XM_012318004.3,XM_012318003.3,XM_048413616.1
LOC105666934	XM_012319566.3,XM_012319565.3,XM_020868122.2
LOC100649857	XM_003400834.4
LOC125384639	XM_048409926.1,XM_048409925.1
LOC100649683	XM_048414521.1,XM_048414522.1,XM_048414516.1,XM_048414523.1,XM_048414519.1,XM_048414518.1,XM_048414517.1,XM_048414520.1
LOC100645332	XM_012312161.3
LOC105666538	XM_012316879.3
LOC100649180	XM_012311856.3,XM_020864311.2,XM_048408993.1,XM_012311855.3,XM_003397604.4
LOC100644661	XM_020867657.2
LOC100648791	XM_003398003.4
LOC100649032	XM_048411985.1
LOC100650466	XM_003402595.4
LOC100643022	XM_003402377.4
LOC100644945	XM_012317010.3,XM_048412382.1,XM_012317012.2,XM_012317013.2,XM_012317011.3
LOC100651966	XM_003399639.4,XM_012314815.3
LOC100645312	XM_048411196.1
LOC100643546	XM_003401675.4,XM_012317702.3,XM_012317701.3
LOC125384619	XM_048410979.1
LOC100645225	XM_003402396.4
LOC100642280	XM_003394322.4
LOC100644412	XM_003398545.4
LOC100644773	XM_003398782.4
LOC100650931	XM_048409445.1
LOC100648625	XM_003394522.4
LOC105666527	XM_012316777.3
LOC100646920	XM_048410752.1,XM_003399683.4
LOC100647905	XM_020865655.2
LOC100650369	XM_003399151.4
LOC100650987	XM_012319240.3,XM_012319228.3,XM_048404491.1,XM_020867959.2,XM_003402826.4,XM_012319227.3,XM_012319232.3,XM_048404492.1,XM_048404493.1,XM_020867961.2,XM_012319236.3,XM_012319231.3,XM_012319237.3,XM_012319233.3,XM_020867960.2,XM_012319238.3,XM_012319234.3
LOC100643858	XM_003399574.4
LOC100651662	XM_003402215.4
LOC100648951	XM_048410280.1,XM_048410281.1,XM_020865559.2
LOC100651487	XM_003396815.4
LOC125385912	XM_048409931.1
LOC100649012	XM_012308351.3,XM_003393023.4,XM_012308352.3
LOC100650003	XM_012313213.3,XM_048410526.1,XM_048410527.1
LOC100642805	XM_012309276.3
LOC110119148	XM_048407419.1
LOC100650090	XM_012313335.3
LOC105666518	XM_012316674.3
LOC100642565	XM_020863281.2,XM_012309001.3,XM_012309002.3,XM_012308995.3,XM_048406116.1,XM_020863282.2,XM_012308999.3
LOC125384847	XM_048404871.1
LOC100648980	XM_048408191.1
LOC100642336	XM_048408426.1,XM_003397551.4
LOC100649810	XM_048407395.1,XM_048407396.1
LOC100648097	XM_003397355.4,XM_012311357.3,XM_012311358.3
LOC100649782	XM_020865940.2
LOC100646396	XM_003402486.4
LOC100645055	XM_048410473.1
LOC100652239	XM_012310843.3,XM_012310841.3,XM_012310842.3,XM_012310845.3,XM_020864275.2,XM_020864276.2
LOC100644976	XM_020866039.2,XM_003399827.4
LOC100651671	XM_020868600.2,XM_003394071.4
LOC100645541	XM_003401530.3
LOC100642251	XM_003396902.3
LOC100643669	XM_003401835.3,XM_012317915.3
LOC100642419	XM_048411649.1,XM_020866475.2,XM_020866478.2,XM_048411650.1,XM_020866474.2,XM_020866476.2,XM_048411651.1
LOC100643863	XM_003401274.4
LOC100649965	XM_012312721.3,XM_012312720.3,XM_012312718.3,XM_012312717.3,XM_012312716.3,XM_012312722.3,XM_012312719.3,XM_020865062.2,XM_012312715.3
LOC105666395	XM_048411311.1,XM_048411312.1
LOC100651300	XM_020866783.2
LOC100643452	XM_003397159.4,XM_012311155.3
LOC100649641	XM_048412729.1
LOC100643503	XM_003401108.4,XM_012316746.3
LOC110119620	XM_020865009.2
LOC100644827	XM_012317542.3,XM_012317541.3
LOC100649119	XM_020867065.2
LOC100651720	XM_003397384.4
LOC100650604	XM_012311640.3,XM_012311643.3,XM_012311644.3,XM_012311641.3,XM_012311647.3,XM_012311646.3
LOC100650046	XM_012312488.3,XM_003398173.4
LOC100642239	XM_048404630.1,XM_020868497.2,XM_048404626.1,XM_048404628.1,XM_048404627.1,XM_048404629.1,XM_012320921.3
LOC100644818	XM_003399745.4,XM_048411048.1,XM_048411049.1
LOC100652251	XM_003399884.4,XM_012315198.3,XM_003399885.4
LOC100648372	XM_012315046.3
LOC125386940	XM_048414139.1
LOC100647510	XM_048409042.1,XM_048409043.1,XM_048409041.1,XM_048409040.1,XM_020865119.2,XM_048409045.1,XM_020865125.2
LOC100643304	XM_048413546.1,XM_003401592.4,XM_020867214.2,XM_020867212.2,XM_020867213.2
LOC100651594	XM_003393831.4,XM_012320172.3
LOC100644121	XM_048414616.1,XM_003394090.4
LOC100652280	XM_003396573.4,XM_048407715.1
LOC100651459	XM_012314219.3
LOC100651211	XM_012312507.3
LOC100643724	XM_012314900.3
LOC100650959	XM_003395921.4,XM_012309144.3,XM_012309145.3
LOC100644232	XM_048406500.1
LOC100649734	XM_048408091.1,XM_048408093.1,XM_020864171.2,XM_048408092.1
LOC100648361	XM_003396308.4
LOC100650498	XM_003400105.4
LOC100650266	XM_012320999.2,XM_012321004.2,XM_003392957.3,XM_012321010.2
LOC105665949	XM_012310678.3
LOC100648939	XM_003395830.4
LOC100651998	XM_012310568.3
LOC100647745	XM_012313427.3,XM_048409990.1,XM_048409991.1,XM_012313425.3
LOC100646728	XM_048413661.1,XM_048413662.1
LOC100644538	XM_012318594.3
LOC100642957	XM_003395529.4,XM_012308640.3,XM_003395530.4
LOC100646308	XM_020865578.2
LOC100642374	XM_020864847.2,XM_048409305.1,XM_020864846.2,XM_020864848.2
LOC100648018	XM_048406062.1
LOC100647180	XM_003395565.4
LOC100646706	XM_012309551.3,XM_020863312.2,XM_048406744.1,XM_048406741.1,XM_048406743.1
LOC100645630	XM_003395880.4
LOC105666945	XM_048414444.1,XM_048414445.1
LOC100647857	XM_012311739.3
LOC105665862	XM_012309709.3
LOC100646717	XM_048410394.1,XM_048410393.1,XM_012313643.3,XM_048410398.1,XM_048410397.1,XM_048410396.1,XM_020865499.2,XM_048410395.1
LOC100650822	XM_012314727.1,XM_012314729.3
LOC100647683	XM_003403256.4
LOC100645133	XM_003398785.4
LOC100646152	XM_048409486.1
LOC105666432	XM_048411531.1
LOC100650250	XM_020866050.2,XM_020866051.2,XM_048410842.1
LOC100645883	XM_012314048.3,XM_003399117.4,XM_012314051.3,XM_003399118.4,XM_012314049.3,XM_012314046.3
LOC100648105	XM_012312893.3,XM_020865168.2,XM_012312894.3,XM_020865169.2,XM_048409308.1
LOC125384970	XM_048405238.1
LOC100645657	XM_020866909.2
LOC100649589	XM_003399704.4
LOC100642930	XM_048408570.1,XM_020864547.2,XM_048408553.1,XM_048408550.1,XM_048408548.1,XM_048408563.1,XM_048408571.1,XM_048408575.1,XM_048408574.1,XM_048408565.1,XM_048408566.1,XM_048408577.1,XM_048408568.1,XM_048408578.1,XM_048408573.1,XM_048408576.1,XM_048408579.1,XM_048408572.1,XM_048408559.1,XM_048408560.1,XM_048408564.1,XM_048408569.1,XM_048408567.1,XM_048408557.1,XM_048408556.1,XM_048408555.1,XM_048408551.1,XM_048408558.1,XM_048408562.1,XM_048408554.1,XM_048408552.1,XM_048408549.1,XM_048408561.1,XM_048408547.1
LOC100648257	XM_020866136.2,XM_012315467.3
LOC100646031	XM_003398389.4
LOC100648386	XM_003392941.4
LOC100650281	XM_003396159.4,XM_003396160.4,XM_048406982.1
LOC100648788	XM_048408692.1
LOC100642573	XM_012312190.3
LOC125386303	XM_048411957.1
LOC125385138	XM_048406009.1
LOC100650237	XM_012320723.3,XM_048404726.1
LOC100645295	XM_012314256.3,XM_003399269.4,XM_003399270.4,XM_020865633.2
LOC100646087	XM_012319401.3
LOC100644370	XM_048408728.1,XM_012312248.3
LOC100648695	XM_003401953.4
LOC100651746	XM_020868381.2,XM_048409879.1,XM_012314659.3,XM_020868383.2,XM_020868382.2,XM_020868380.2
LOC100644765	XM_048408798.1,XM_048408808.1,XM_048408801.1,XM_048408799.1,XM_048408806.1,XM_048408803.1,XM_048408800.1,XM_048408802.1,XM_048408797.1,XM_048408795.1,XM_048408796.1,XM_048408793.1,XM_048408810.1,XM_048408809.1,XM_048408807.1,XM_048408804.1,XM_048408794.1
LOC100646990	XM_048410205.1,XM_020865316.2
LOC100646903	XM_020863378.2
LOC100651348	XM_048413138.1,XM_048413139.1,XM_012317880.3,XM_003401814.4
LOC100647830	XM_003402728.4
LOC100645470	XM_012317206.3,XM_048412874.1
LOC100647151	XM_003397992.4,XM_003397991.4,XM_012312264.3,XM_012312263.3,XM_012312265.3
LOC100651928	XM_003398681.4
LOC100649776	XM_012312896.3,XM_048409316.1
LOC100649378	XM_048407117.1,XM_048407116.1
LOC100650428	XM_048405248.1,XM_020865197.2
LOC100651906	XM_003403140.4
LOC100644982	XM_012317007.3
LOC100644601	XM_003395378.4
LOC100646059	XM_020863142.2,XM_048405908.1,XM_048405909.1,XM_012308566.3,XM_012308564.3,XM_048405910.1
LOC100650406	XM_048408072.1,XM_003397134.4,XM_012311132.3,XM_048408071.1
LOC100651917	XM_048405221.1,XM_048405222.1,XM_012307834.3,XM_003395111.4,XM_048405223.1
LOC100648289	XM_048410065.1
LOC100650417	XM_012315809.3
LOC100645078	XM_048405790.1
LOC100651524	XM_020863567.2,XM_012309744.2
LOC100644191	XM_003400713.4
LOC100647139	XM_003394913.4
LOC100649557	XM_003402887.4
LOC100645689	XM_048412046.1,XM_012316188.2
LOC100643794	XM_048404767.1,XM_048404762.1,XM_048404771.1
LOC100648410	XM_012314471.3
LOC100642367	XM_048406934.1
LOC125387172	XM_048414422.1
LOC100647889	XM_003393961.4,XM_012318733.3
LOC125386748	XM_048413858.1
LOC100649973	XM_003401159.3,XM_048412639.1
LOC100643520	XM_048413699.1,XM_012320206.3,XM_048413695.1,XM_048413686.1,XM_048413678.1,XM_048413673.1,XM_048413703.1
LOC100651323	XM_003395767.4
LOC105666212	XM_012313390.3
LOC100643875	XM_003393067.4
LOC105666188	XM_020864962.2,XM_012313155.3,XM_012313156.3,XM_012313152.3,XM_020864961.2,XM_020864960.2,XM_048409704.1
LOC105666325	XM_012314610.3
LOC100644897	XM_003398211.4
LOC100646946	XM_048406065.1,XM_003395731.4
LOC100651790	XM_012320288.3,XM_048410024.1
LOC100642989	XM_003394000.4
LOC100651703	XM_003401817.4
LOC100646854	XM_003393405.4,XM_012313255.3
LOC100647714	XM_003392935.4
LOC110120272	XM_048414128.1,XM_020868303.2
LOC100650124	XM_012314411.3
LOC100646229	XM_020864665.2
LOC100650243	XM_003396886.4,XM_003396884.4,XM_048407489.1,XM_048407488.1
LOC100650677	XM_012321099.3,XM_003394616.4,XM_020868438.2
LOC100643609	XM_003396269.4,XM_003396270.4,XM_048407747.1
LOC100648430	XM_003394760.4,XM_020862837.2,XM_048405298.1,XM_048405299.1,XM_012307746.3,XM_020862838.2,XM_020862839.2
LOC100645841	XM_048409498.1,XM_048409499.1
LOC100643199	XM_003396183.4,XM_012309642.3
LOC100651950	XM_003394626.4,XM_020868400.2,XM_012321105.3,XM_020868399.2,XM_048414762.1
LOC100646642	XM_048404754.1,XM_048404750.1,XM_048404752.1,XM_048404751.1,XM_048404753.1
LOC100650592	XM_048412357.1,XM_048412353.1
LOC100650450	XM_012313103.3,XM_003398593.4,XM_012313104.3
LOC100647734	XM_048407926.1,XM_012311081.3
LOC100649510	XM_003398662.4,XM_012313328.3
LOC125386449	XM_048412864.1
LOC100644686	XM_003397971.4
LOC100645147	XM_048407947.1,XM_048407946.1,XM_048407948.1
LOC100643558	XM_012320295.3
LOC100650481	XM_012308549.3,XM_012308546.3,XM_012308550.3,XM_012308548.3,XM_012308547.2,XM_020863137.2,XM_012308551.3,XM_012308553.3,XM_048405893.1
LOC100648173	XM_012313664.3,XM_003398891.4,XM_012313665.3,XM_003398890.4
LOC100651981	XM_048407596.1,XM_048407592.1,XM_012312786.3
LOC100651602	XM_003396816.4
LOC125386760	XM_048413890.1
LOC100642505	XM_048412413.1,XM_048412417.1,XM_048412416.1,XM_048412412.1,XM_048412415.1,XM_048412414.1,XM_020867108.2,XM_012317174.3
LOC100642865	XM_048413736.1,XM_020867415.2
LOC100650063	XM_003402819.4
LOC100644395	XM_003395053.4
LOC100650729	XM_048408995.1,XM_048408997.1,XM_003397539.4,XM_012311742.2,XM_048408996.1
LOC100643954	XM_048412010.1,XM_003400711.3
LOC100647119	XM_048411657.1,XM_003400896.4
LOC100645270	XM_048408127.1,XM_012318588.3,XM_048408128.1,XM_048408126.1
LOC100643846	XM_003394724.3
LOC105667122	XM_048411313.1
LOC100650437	XM_003395345.4
LOC100650309	XM_003403348.3
LOC100645495	XM_003397656.4
LOC100643377	XM_003399492.4
LOC100647965	XM_012308817.3,XM_020863058.2,XM_003395655.4,XM_020863057.2,XM_048405749.1,XM_020863060.2,XM_048405751.1,XM_048405750.1,XM_048405752.1
LOC100651937	XM_003401502.4,XM_012317438.3,XM_012317439.3,XM_012317437.3,XM_048412450.1
LOC100646975	XM_003393558.4
LOC100648670	XM_020866265.2,XM_048412048.1
LOC100647641	XM_012317583.3,XM_012317582.3,XM_048413164.1,XM_012317587.3,XM_048413165.1,XM_003401626.4,XM_012317578.3,XM_012317581.3
LOC100651192	XM_012320724.3
LOC100646011	XM_012317133.3
LOC100642910	XM_012310646.3,XM_048410532.1,XM_003392817.4,XM_048410502.1
LOC105666284	XM_012314153.3
LOC100650206	XM_020864316.2
LOC100643092	XM_012315326.3,XM_003400046.4,XM_012315327.3
