LOC122571469	XM_043735245.1
LOC122567766	XM_043726738.1,XM_043726737.1
LOC122566952	XM_043724944.1
LOC122571675	XM_043735742.1,XM_043735741.1,XM_043735739.1,XM_043735743.1
LOC122566854	XM_043724696.1
LOC122572750	XM_043738146.1
LOC122575204	XM_043743838.1,XM_043743836.1,XM_043743837.1,XM_043743840.1,XM_043743834.1,XM_043743835.1
LOC122568773	XM_043728921.1,XM_043728920.1,XM_043728922.1
LOC122568738	XM_043728842.1
LOC122568292	XM_043727879.1
LOC122575759	XM_043745139.1,XM_043745143.1,XM_043745135.1,XM_043745134.1,XM_043745141.1,XM_043745136.1,XM_043745142.1,XM_043745138.1,XM_043745140.1
LOC122568406	XM_043728106.1
LOC122571971	XM_043736380.1
LOC122570264	XM_043732361.1
LOC122571200	XM_043734644.1
LOC122577134	XM_043748264.1
LOC122572975	XM_043738771.1,XM_043738769.1,XM_043738770.1
LOC122575165	XM_043743746.1,XM_043743748.1,XM_043743747.1
LOC122570105	XM_043732006.1
LOC122569556	XM_043730766.1
LOC122566291	XM_043723355.1,XM_043723356.1,XM_043723357.1
LOC122568143	XM_043727537.1
LOC122573797	XM_043740652.1
LOC122577747	XM_043749278.1,XM_043749280.1
LOC122573100	XM_043739054.1,XM_043739055.1,XM_043739053.1,XM_043739052.1
LOC122574073	XM_043741181.1,XM_043741178.1,XM_043741179.1,XM_043741180.1,XM_043741177.1
LOC122576609	XM_043747187.1,XM_043747186.1
LOC122574038	XM_043741118.1
LOC122566065	XM_043722786.1,XM_043722787.1,XM_043722785.1,XM_043722783.1
LOC122574687	XM_043742576.1,XM_043742578.1,XM_043742577.1,XM_043742580.1
LOC122574840	XM_043742926.1,XM_043742934.1,XM_043742931.1,XM_043742928.1,XM_043742929.1,XM_043742930.1,XM_043742932.1,XM_043742927.1,XM_043742935.1,XM_043742937.1,XM_043742933.1
LOC122566397	XM_043723599.1,XM_043723605.1,XM_043723595.1,XM_043723601.1,XM_043723603.1,XM_043723606.1,XM_043723604.1,XM_043723607.1,XM_043723594.1,XM_043723597.1,XM_043723596.1,XM_043723602.1,XM_043723600.1,XM_043723610.1,XM_043723608.1
LOC122569676	XM_043731092.1,XM_043731091.1,XM_043731090.1,XM_043731095.1,XM_043731093.1
LOC122566947	XM_043724930.1,XM_043724935.1,XM_043724936.1,XM_043724931.1,XM_043724934.1,XM_043724937.1,XM_043724932.1,XM_043724929.1,XM_043724928.1,XM_043724939.1,XM_043724938.1
LOC122570099	XM_043731978.1,XM_043731977.1,XM_043731976.1
LOC122571784	XM_043735927.1,XM_043735926.1,XM_043735925.1
LOC122568464	XM_043728214.1
LOC122570206	XM_043732237.1,XM_043732236.1
LOC122570492	XM_043732864.1
LOC122572817	XM_043738308.1
LOC122572789	XM_043738235.1,XM_043738234.1
LOC122565695	XM_043721927.1
LOC122571029	XM_043734197.1,XM_043734196.1
LOC122575528	XM_043744575.1
LOC122575780	XM_043745190.1,XM_043745180.1
LOC122572024	XM_043736537.1
LOC122571422	XM_043735125.1
LOC122568575	XM_043728458.1,XM_043728461.1,XM_043728459.1
LOC122575266	XM_043743976.1
LOC122573556	XM_043740074.1,XM_043740073.1,XM_043740076.1
LOC122574712	XM_043742621.1,XM_043742622.1
LOC122576616	XM_043747202.1
LOC122570372	XM_043732597.1
LOC122565991	XM_043722637.1
LOC122567704	XM_043726581.1
LOC122566477	XM_043723784.1,XM_043723792.1
LOC122574578	XM_043742303.1,XM_043742310.1,XM_043742345.1,XM_043742318.1,XM_043742327.1,XM_043742336.1
LOC122577618	XM_043749026.1
LOC122574533	XM_043742220.1
LOC122572551	XM_043737624.1
LOC122575111	XM_043743594.1
LOC122575818	XM_043745250.1
LOC122576904	XM_043747799.1,XM_043747803.1,XM_043747800.1,XM_043747802.1,XM_043747801.1,XM_043747805.1,XM_043747804.1
LOC122571555	XM_043735467.1
LOC122568035	XM_043727336.1
LOC122576802	XM_043747590.1
LOC122572527	XM_043737569.1,XM_043737571.1,XM_043737570.1
LOC122575023	XM_043743346.1,XM_043743347.1,XM_043743343.1,XM_043743345.1,XM_043743344.1,XM_043743348.1,XM_043743349.1,XM_043743351.1,XM_043743350.1
LOC122565997	XM_043722644.1,XM_043722645.1
LOC122566569	XM_043724027.1
LOC122573809	XM_043740696.1,XM_043740695.1,XM_043740691.1,XM_043740700.1,XM_043740689.1,XM_043740699.1,XM_043740693.1,XM_043740694.1,XM_043740690.1,XM_043740692.1,XM_043740698.1
LOC122566645	XM_043724198.1
LOC122573526	XM_043740006.1
LOC122566471	XM_043723771.1
LOC122572303	XM_043737124.1
LOC122574985	XM_043743284.1
LOC122567229	XM_043725589.1,XM_043725588.1,XM_043725586.1,XM_043725587.1,XM_043725585.1,XM_043725590.1
LOC122570595	XM_043733100.1
LOC122575117	XM_043743641.1
LOC122575053	XM_043743437.1,XM_043743436.1,XM_043743435.1,XM_043743434.1,XM_043743438.1,XM_043743440.1,XM_043743441.1
LOC122572557	XM_043737631.1
LOC122567380	XM_043725812.1
LOC122568472	XM_043728225.1
LOC122571525	XM_043735383.1,XM_043735384.1
LOC122568079	XM_043727410.1,XM_043727411.1,XM_043727412.1,XM_043727413.1
LOC122572521	XM_043737567.1
LOC122574149	XM_043741375.1,XM_043741376.1
LOC122576230	XM_043746217.1,XM_043746216.1,XM_043746218.1
LOC122573791	XM_043740641.1
LOC122574460	XM_043742095.1,XM_043742096.1
LOC122569590	XM_043730840.1,XM_043730835.1,XM_043730837.1,XM_043730841.1,XM_043730839.1,XM_043730838.1,XM_043730843.1,XM_043730842.1
LOC122573816	XM_043740710.1
LOC122566184	XM_043723082.1,XM_043723081.1,XM_043723083.1
LOC122568392	XM_043728081.1
LOC122571300	XM_043734869.1,XM_043734868.1
LOC122568942	XM_043729303.1,XM_043729293.1,XM_043729282.1,XM_043729273.1,XM_043729312.1
LOC122570364	XM_043732571.1
LOC122575304	XM_043744079.1,XM_043744081.1
LOC122577741	XM_043749266.1
LOC122566391	XM_043723576.1,XM_043723575.1,XM_043723577.1
LOC122566941	XM_043724918.1
LOC122571059	XM_043734287.1,XM_043734290.1,XM_043734285.1,XM_043734286.1,XM_043734289.1,XM_043734293.1,XM_043734292.1,XM_043734291.1,XM_043734288.1,XM_043734283.1,XM_043734284.1
LOC122572054	XM_043736578.1
LOC122568539	XM_043728403.1,XM_043728402.1,XM_043728400.1,XM_043728401.1,XM_043728405.1,XM_043728404.1,XM_043728399.1,XM_043728397.1
LOC122572118	XM_043736719.1,XM_043736718.1
LOC122571452	XM_043735191.1
LOC122577453	XM_043748783.1
LOC122572796	XM_043738246.1
LOC122570086	XM_043731953.1
LOC122573602	XM_043740203.1,XM_043740209.1,XM_043740210.1,XM_043740208.1,XM_043740206.1,XM_043740207.1,XM_043740205.1,XM_043740204.1,XM_043740211.1
LOC122568988	XM_043729403.1,XM_043729404.1
LOC122572811	XM_043738315.1,XM_043738297.1,XM_043738306.1,XM_043738326.1
LOC122577833	XM_043749500.1
LOC122575930	XM_043745455.1,XM_043745456.1,XM_043745457.1
LOC122571832	XM_043736047.1,XM_043736046.1
LOC122571977	XM_043736398.1,XM_043736395.1,XM_043736397.1
LOC122571934	XM_043736295.1,XM_043736296.1,XM_043736294.1
LOC122577878	XM_043749593.1,XM_043749594.1
LOC122572939	XM_043738692.1,XM_043738693.1,XM_043738694.1
LOC122575729	XM_043745091.1
LOC122572588	XM_043737712.1,XM_043737714.1,XM_043737713.1
LOC122572720	XM_043738077.1
LOC122576876	XM_043747749.1
LOC122575084	XM_043743542.1,XM_043743533.1,XM_043743524.1
LOC122575366	XM_043744176.1,XM_043744175.1
LOC122575633	XM_043744858.1
LOC122569809	XM_043731411.1
LOC122575678	XM_043744980.1,XM_043744981.1
LOC122574413	XM_043741998.1
LOC122570306	XM_043732429.1
LOC122566514	XM_043723896.1,XM_043723897.1,XM_043723895.1
LOC122568625	XM_043728569.1
LOC122566297	XM_043723388.1,XM_043723387.1,XM_043723389.1,XM_043723390.1
LOC122569268	XM_043730058.1
LOC122572542	XM_043737607.1
LOC122569526	XM_043730691.1
LOC122572865	XM_043738580.1
LOC122574628	XM_043742399.1,XM_043742400.1
LOC122571168	XM_043734557.1
LOC122569602	XM_043730876.1
LOC122568957	XM_043729324.1
LOC122577722	XM_043749365.1,XM_043749279.1,XM_043749548.1,XM_043749607.1,XM_043749457.1
LOC122570272	XM_043732370.1
LOC122571861	XM_043736112.1,XM_043736111.1,XM_043736113.1
LOC122570793	XM_043733642.1,XM_043733641.1
LOC122568921	XM_043729214.1
LOC122577484	XM_043748810.1
LOC122572083	XM_043736669.1,XM_043736668.1,XM_043736671.1
LOC122575587	XM_043744698.1
LOC122567359	XM_043725759.1,XM_043725760.1
LOC122571639	XM_043735670.1,XM_043735669.1,XM_043735668.1
LOC122566824	XM_043724613.1,XM_043724612.1
LOC122572634	XM_043737846.1,XM_043737848.1,XM_043737854.1,XM_043737851.1,XM_043737849.1,XM_043737850.1,XM_043737852.1,XM_043737847.1,XM_043737855.1,XM_043737856.1
LOC122569791	XM_043731382.1
LOC122573590	XM_043740164.1,XM_043740169.1,XM_043740172.1,XM_043740163.1,XM_043740162.1,XM_043740165.1,XM_043740166.1,XM_043740168.1,XM_043740171.1,XM_043740167.1
LOC122567000	XM_043725047.1
LOC122572677	XM_043737959.1,XM_043737962.1,XM_043737958.1,XM_043737957.1,XM_043737961.1
LOC122566017	XM_043722688.1
LOC122566922	XM_043724870.1,XM_043724871.1
LOC122569816	XM_043731426.1,XM_043731423.1,XM_043731427.1,XM_043731425.1
LOC122566201	XM_043723132.1,XM_043723133.1
LOC122571356	XM_043734994.1
LOC122574932	XM_043743193.1,XM_043743194.1
LOC122574877	XM_043743036.1,XM_043743037.1,XM_043743035.1
LOC122570389	XM_043732631.1,XM_043732627.1,XM_043732628.1,XM_043732630.1,XM_043732629.1
LOC122574834	XM_043742923.1
LOC122566169	XM_043723027.1
LOC122566087	XM_043722827.1,XM_043722826.1
LOC122566755	XM_043724456.1
LOC122573126	XM_043739109.1,XM_043739108.1
LOC122572013	XM_043736496.1,XM_043736488.1,XM_043736497.1,XM_043736489.1,XM_043736492.1,XM_043736493.1,XM_043736491.1,XM_043736490.1,XM_043736495.1
LOC122566673	XM_043724271.1,XM_043724270.1
LOC122577414	XM_043748713.1
LOC122577955	XM_043749705.1,XM_043749706.1
LOC122574665	XM_043742523.1
LOC122572828	XM_043738352.1
LOC122571125	XM_043734468.1,XM_043734471.1,XM_043734469.1,XM_043734467.1,XM_043734472.1
LOC122568496	XM_043728278.1
LOC122572121	XM_043736728.1,XM_043736729.1
LOC122573355	XM_043739589.1,XM_043739590.1
LOC122568202	XM_043727661.1
LOC122567636	XM_043726419.1
LOC122567363	XM_043725769.1
LOC122577770	XM_043749323.1
LOC122570220	XM_043732264.1
LOC122575294	XM_043744101.1
LOC122568668	XM_043728670.1
LOC122577627	XM_043749043.1,XM_043749042.1
LOC122568376	XM_043728056.1
LOC122569190	XM_043729819.1,XM_043729820.1
LOC122574483	XM_043742138.1
LOC122569707	XM_043731177.1,XM_043731178.1,XM_043731184.1,XM_043731181.1,XM_043731176.1,XM_043731182.1,XM_043731183.1,XM_043731185.1,XM_043731179.1,XM_043731180.1,XM_043731187.1
LOC122569225	XM_043729914.1,XM_043729913.1,XM_043729917.1,XM_043729918.1,XM_043729915.1
LOC122566584	XM_043724059.1
LOC122577651	XM_043749091.1
LOC122568139	XM_043727533.1,XM_043727532.1
LOC122572518	XM_043737556.1,XM_043737562.1,XM_043737557.1,XM_043737558.1,XM_043737553.1,XM_043737555.1,XM_043737559.1,XM_043737561.1,XM_043737554.1
LOC122575158	XM_043743729.1
LOC122575014	XM_043743326.1,XM_043743328.1
LOC122575827	XM_043745269.1
LOC122571010	XM_043734143.1
LOC122572772	XM_043738207.1
LOC122575851	XM_043745330.1
LOC122566440	XM_043723649.1,XM_043723647.1,XM_043723651.1,XM_043723648.1,XM_043723646.1,XM_043723650.1
LOC122572293	XM_043737096.1,XM_043737095.1
LOC122576344	XM_043746504.1
LOC122568918	XM_043729209.1
LOC122576994	XM_043747997.1,XM_043747998.1,XM_043748002.1,XM_043748006.1,XM_043748003.1,XM_043748001.1,XM_043748000.1,XM_043747993.1,XM_043747995.1,XM_043747992.1,XM_043748007.1,XM_043747996.1,XM_043747999.1,XM_043748004.1
LOC122574611	XM_043742406.1
LOC122577571	XM_043748910.1,XM_043748909.1,XM_043748908.1
LOC122570016	XM_043731812.1
LOC122571885	XM_043736179.1
LOC122575431	XM_043744324.1,XM_043744325.1
LOC122566114	XM_043722870.1,XM_043722867.1,XM_043722868.1,XM_043722869.1,XM_043722871.1
LOC122566058	XM_043722773.1,XM_043722774.1,XM_043722775.1,XM_043722776.1
LOC122573886	XM_043740832.1
LOC122567794	XM_043726795.1
LOC122565901	XM_043722401.1,XM_043722400.1,XM_043722402.1,XM_043722403.1,XM_043722404.1,XM_043722405.1
LOC122569126	XM_043729671.1,XM_043729673.1
LOC122567056	XM_043725151.1
LOC122572142	XM_043736778.1
LOC122571568	XM_043735492.1
LOC122575069	XM_043743481.1
LOC122568420	XM_043728120.1
LOC122571226	XM_043734698.1
LOC122575462	XM_043744434.1
LOC122570009	XM_043731793.1
LOC122570402	XM_043732663.1
LOC122572060	XM_043736590.1
LOC122570296	XM_043732418.1
LOC122567310	XM_043725678.1
LOC122566307	XM_043723407.1,XM_043723408.1,XM_043723409.1
LOC122575187	XM_043743801.1,XM_043743800.1,XM_043743803.1,XM_043743802.1
LOC122577031	XM_043748080.1,XM_043748081.1
LOC122576699	XM_043747368.1,XM_043747367.1,XM_043747366.1,XM_043747364.1,XM_043747365.1
LOC122567805	XM_043726828.1,XM_043726829.1,XM_043726831.1
LOC122574915	XM_043743138.1
LOC122574454	XM_043742085.1
LOC122566553	XM_043723984.1
LOC122573190	XM_043739250.1,XM_043739251.1
LOC122577140	XM_043748277.1
LOC122573707	XM_043740458.1,XM_043740459.1,XM_043740462.1,XM_043740460.1,XM_043740461.1
LOC122573225	XM_043739318.1
LOC122570350	XM_043732542.1,XM_043732541.1
LOC122565678	XM_043721891.1,XM_043721889.1
LOC122575400	XM_043744263.1,XM_043744262.1
LOC122573654	XM_043740319.1
LOC122576514	XM_043746926.1,XM_043746927.1
LOC122568598	XM_043728513.1,XM_043728514.1
LOC122572002	XM_043736446.1
LOC122570460	XM_043732784.1,XM_043732785.1,XM_043732786.1,XM_043732787.1
LOC122571404	XM_043735090.1
LOC122565633	XM_043721808.1,XM_043721806.1,XM_043721809.1
LOC122572409	XM_043737349.1,XM_043737347.1,XM_043737348.1
LOC122568213	XM_043727681.1,XM_043727682.1
LOC122574364	XM_043741879.1
LOC122569683	XM_043731110.1
LOC122576297	XM_043746386.1,XM_043746387.1
LOC122570681	XM_043733357.1,XM_043733356.1
LOC122574086	XM_043741225.1
LOC122569034	XM_043729488.1
LOC122565930	XM_043722476.1,XM_043722477.1
LOC122567833	XM_043726896.1,XM_043726897.1
LOC122569077	XM_043729557.1
LOC122575352	XM_043744150.1,XM_043744153.1,XM_043744151.1
LOC122566876	XM_043724746.1
LOC122567171	XM_043725457.1
LOC122569980	XM_043731728.1
LOC122565729	XM_043722012.1,XM_043722011.1,XM_043722013.1,XM_043722015.1,XM_043722014.1
LOC122568093	XM_043727452.1
LOC122576153	XM_043746031.1,XM_043746030.1,XM_043746039.1,XM_043746038.1,XM_043746036.1,XM_043746034.1,XM_043746037.1,XM_043746035.1,XM_043746028.1,XM_043746033.1,XM_043746032.1
LOC122576922	XM_043747840.1
LOC122576017	XM_043745713.1,XM_043745712.1,XM_043745711.1,XM_043745710.1,XM_043745714.1
LOC122572416	XM_043737356.1,XM_043737357.1,XM_043737355.1
LOC122570985	XM_043734092.1,XM_043734091.1
LOC122569465	XM_043730548.1
LOC122569537	XM_043730731.1,XM_043730748.1,XM_043730739.1,XM_043730721.1
LOC122573959	XM_043740998.1,XM_043740996.1,XM_043740997.1
LOC122574595	XM_043742323.1
LOC122569574	XM_043730809.1,XM_043730807.1,XM_043730806.1
LOC122565587	XM_043721692.1
LOC122577359	XM_043748653.1
LOC122567484	XM_043726050.1
LOC122573411	XM_043739736.1
LOC122570149	XM_043732092.1,XM_043732096.1,XM_043732094.1,XM_043732093.1,XM_043732095.1
LOC122567722	XM_043726621.1,XM_043726622.1
LOC122575241	XM_043743945.1,XM_043743944.1
LOC122573034	XM_043738922.1,XM_043738920.1
LOC122571698	XM_043735759.1
LOC122570628	XM_043733193.1,XM_043733203.1
LOC122573077	XM_043739011.1,XM_043739009.1
LOC122574793	XM_043742824.1,XM_043742825.1
LOC122574272	XM_043741666.1,XM_043741667.1
LOC122566230	XM_043723193.1
LOC122573980	XM_043741048.1
LOC122576569	XM_043747054.1,XM_043747053.1,XM_043747055.1
LOC122569654	XM_043731015.1,XM_043731014.1,XM_043731011.1,XM_043731012.1
LOC122575347	XM_043744144.1
LOC122568807	XM_043728991.1,XM_043728992.1
LOC122570779	XM_043733610.1,XM_043733614.1,XM_043733615.1,XM_043733612.1,XM_043733616.1,XM_043733617.1,XM_043733613.1,XM_043733611.1
LOC122576471	XM_043746822.1,XM_043746821.1,XM_043746824.1,XM_043746825.1
LOC122573683	XM_043740389.1
LOC122574319	XM_043741761.1,XM_043741762.1,XM_043741763.1
LOC122573537	XM_043740029.1,XM_043740030.1
LOC122573465	XM_043739860.1,XM_043739858.1,XM_043739854.1,XM_043739863.1,XM_043739864.1,XM_043739865.1,XM_043739859.1,XM_043739855.1,XM_043739857.1,XM_043739862.1,XM_043739861.1
LOC122576941	XM_043747871.1
LOC122573574	XM_043740124.1
LOC122576391	XM_043746641.1,XM_043746632.1
LOC122572382	XM_043737290.1,XM_043737285.1,XM_043737286.1,XM_043737288.1,XM_043737289.1,XM_043737293.1,XM_043737287.1,XM_043737291.1,XM_043737297.1,XM_043737283.1,XM_043737299.1,XM_043737301.1,XM_043737284.1,XM_043737304.1,XM_043737282.1,XM_043737298.1,XM_043737302.1,XM_043737294.1,XM_043737292.1,XM_043737295.1,XM_043737303.1,XM_043737300.1
LOC122569959	XM_043731673.1
LOC122567453	XM_043725972.1
LOC122570413	XM_043732693.1,XM_043732694.1,XM_043732696.1,XM_043732699.1,XM_043732698.1,XM_043732700.1,XM_043732697.1
LOC122574306	XM_043741745.1,XM_043741744.1,XM_043741743.1
LOC122572998	XM_043738812.1
LOC122572348	XM_043737221.1
LOC122575222	XM_043743896.1
LOC122568260	XM_043727808.1
LOC122567741	XM_043726670.1
LOC122568786	XM_043728948.1,XM_043728949.1
LOC122576184	XM_043746089.1
LOC122568198	XM_043727656.1,XM_043727653.1,XM_043727654.1
LOC122576114	XM_043745993.1
LOC122576058	XM_043745845.1,XM_043745841.1,XM_043745844.1,XM_043745842.1,XM_043745840.1,XM_043745843.1
LOC122568716	XM_043728796.1,XM_043728795.1,XM_043728794.1
LOC122569660	XM_043731028.1
LOC122572279	XM_043737069.1,XM_043737068.1,XM_043737071.1,XM_043737070.1
LOC122577056	XM_043748148.1,XM_043748152.1,XM_043748149.1
LOC122570961	XM_043734030.1
LOC122570483	XM_043732851.1,XM_043732852.1
LOC122575901	XM_043745390.1
LOC122575270	XM_043743989.1
LOC122571237	XM_043734774.1,XM_043734773.1,XM_043734761.1,XM_043734763.1,XM_043734762.1,XM_043734757.1,XM_043734765.1,XM_043734758.1,XM_043734764.1,XM_043734767.1,XM_043734766.1,XM_043734759.1,XM_043734756.1,XM_043734755.1,XM_043734770.1,XM_043734769.1,XM_043734772.1,XM_043734768.1
LOC122566994	XM_043725038.1
LOC122566344	XM_043723464.1,XM_043723466.1
LOC122569481	XM_043730607.1,XM_043730596.1,XM_043730586.1
LOC122569963	XM_043731680.1,XM_043731681.1,XM_043731679.1
LOC122567469	XM_043725993.1,XM_043725995.1,XM_043725994.1,XM_043726001.1,XM_043725997.1,XM_043726000.1,XM_043725999.1,XM_043726003.1,XM_043726002.1,XM_043725996.1
LOC122566892	XM_043724810.1
LOC122573428	XM_043739776.1,XM_043739777.1,XM_043739778.1,XM_043739775.1,XM_043739779.1
LOC122572312	XM_043737143.1,XM_043737141.1,XM_043737142.1,XM_043737147.1,XM_043737146.1,XM_043737145.1,XM_043737144.1,XM_043737148.1
LOC122567571	XM_043726254.1
LOC122574389	XM_043741908.1,XM_043741907.1,XM_043741909.1
LOC122573613	XM_043740239.1
LOC122576553	XM_043747015.1,XM_043747014.1,XM_043747018.1,XM_043747013.1,XM_043747016.1
LOC122570834	XM_043733709.1,XM_043733710.1,XM_043733707.1
LOC122566699	XM_043724330.1,XM_043724332.1
LOC122570877	XM_043733787.1
LOC122570932	XM_043733953.1,XM_043733951.1,XM_043733950.1,XM_043733952.1
LOC122577805	XM_043749393.1,XM_043749394.1,XM_043749392.1
LOC122575456	XM_043744412.1,XM_043744413.1
LOC122567140	XM_043725394.1,XM_043725404.1
LOC122568254	XM_043727802.1
LOC122569137	XM_043729701.1
LOC122570665	XM_043733271.1,XM_043733269.1,XM_043733270.1,XM_043733268.1
LOC122573910	XM_043740872.1
LOC122575605	XM_043744748.1,XM_043744752.1,XM_043744753.1,XM_043744751.1,XM_043744749.1,XM_043744750.1
LOC122569174	XM_043729781.1
LOC122574220	XM_043741550.1,XM_043741551.1,XM_043741549.1
LOC122567031	XM_043725100.1
LOC122577310	XM_043748576.1,XM_043748573.1,XM_043748574.1,XM_043748575.1
LOC122576307	XM_043746427.1,XM_043746437.1
LOC122570549	XM_043732983.1,XM_043732986.1,XM_043732985.1,XM_043732982.1,XM_043732987.1
LOC122573481	XM_043739885.1,XM_043739883.1,XM_043739879.1,XM_043739882.1,XM_043739884.1,XM_043739886.1
LOC122567955	XM_043727146.1,XM_043727147.1
LOC122574296	XM_043741710.1
LOC122574402	XM_043741957.1,XM_043741955.1,XM_043741954.1,XM_043741956.1,XM_043741960.1,XM_043741958.1,XM_043741961.1
LOC122569428	XM_043730475.1,XM_043730474.1
LOC122576673	XM_043747336.1
LOC122567414	XM_043725877.1
LOC122577636	XM_043749058.1
LOC122571362	XM_043735002.1,XM_043735003.1,XM_043735005.1
LOC122567770	XM_043726743.1,XM_043726742.1,XM_043726744.1
LOC122568324	XM_043727951.1
LOC122569744	XM_043731276.1,XM_043731275.1
LOC122576169	XM_043746065.1,XM_043746066.1,XM_043746067.1
LOC122576201	XM_043746128.1
LOC122576970	XM_043747928.1,XM_043747929.1,XM_043747930.1,XM_043747931.1,XM_043747932.1
LOC122573660	XM_043740326.1,XM_043740327.1
LOC122572486	XM_043737463.1,XM_043737464.1
LOC122570915	XM_043733899.1,XM_043733898.1
LOC122575836	XM_043745303.1
LOC122576755	XM_043747489.1,XM_043747488.1,XM_043747487.1
LOC122576087	XM_043745939.1,XM_043745938.1
LOC122569910	XM_043731558.1
LOC122565827	XM_043722225.1
LOC122573137	XM_043739134.1,XM_043739133.1
LOC122571331	XM_043734943.1
LOC122573174	XM_043739618.1,XM_043740482.1,XM_043742130.1,XM_043741322.1
LOC122565851	XM_043722270.1,XM_043722269.1
LOC122572335	XM_043737199.1
LOC122576440	XM_043746756.1,XM_043746758.1,XM_043746757.1
LOC122570611	XM_043733147.1,XM_043733145.1,XM_043733146.1,XM_043733148.1,XM_043733150.1
LOC122568283	XM_043727853.1,XM_043727854.1
LOC122567627	XM_043726388.1,XM_043726378.1
LOC122569613	XM_043730901.1,XM_043730899.1
LOC122567651	XM_043726430.1,XM_043726431.1,XM_043726432.1
LOC122576584	XM_043747119.1,XM_043747130.1,XM_043747108.1,XM_043747097.1,XM_043747136.1
LOC122567976	XM_043727195.1,XM_043727194.1,XM_043727193.1,XM_043727188.1,XM_043727190.1,XM_043727191.1,XM_043727189.1,XM_043727192.1,XM_043727187.1,XM_043727197.1,XM_043727196.1
LOC122569254	XM_043730011.1
LOC122569709	XM_043731189.1,XM_043731188.1
LOC122566978	XM_043724999.1,XM_043725000.1
LOC122577629	XM_043749046.1
LOC122573283	XM_043739398.1,XM_043739399.1
LOC122566933	XM_043724903.1,XM_043724904.1,XM_043724902.1
LOC122576245	XM_043746243.1,XM_043746242.1,XM_043746241.1
LOC122571298	XM_043734865.1,XM_043734864.1
LOC122577733	XM_043749258.1
LOC122575506	XM_043744537.1
LOC122577778	XM_043749344.1,XM_043749340.1,XM_043749339.1,XM_043749342.1,XM_043749341.1
LOC122570566	XM_043733060.1
LOC122575829	XM_043745284.1,XM_043745286.1,XM_043745282.1,XM_043745283.1,XM_043745289.1,XM_043745287.1,XM_043745288.1
LOC122576403	XM_043746651.1
LOC122568174	XM_043727588.1
LOC122576776	XM_043747536.1,XM_043747539.1,XM_043747540.1,XM_043747537.1,XM_043747538.1
LOC122574672	XM_043742542.1,XM_043742544.1,XM_043742543.1,XM_043742545.1,XM_043742541.1,XM_043742548.1
LOC122572820	XM_043738318.1,XM_043738322.1,XM_043738321.1,XM_043738317.1,XM_043738325.1,XM_043738324.1,XM_043738323.1,XM_043738319.1,XM_043738320.1
LOC122568137	XM_043727528.1
LOC122577512	XM_043748847.1
LOC122566630	XM_043724184.1
LOC122566482	XM_043723790.1
LOC122569716	XM_043731201.1
LOC122568660	XM_043728641.1,XM_043728640.1
LOC122566167	XM_043723021.1,XM_043723022.1,XM_043723023.1,XM_043723025.1,XM_043723026.1
LOC122570387	XM_043732624.1,XM_043732625.1,XM_043732623.1,XM_043732622.1,XM_043732621.1
LOC122574879	XM_043743079.1,XM_043743069.1,XM_043743040.1,XM_043743050.1,XM_043743060.1
LOC122569198	XM_043729846.1,XM_043729849.1,XM_043729848.1,XM_043729847.1,XM_043729850.1,XM_043729851.1
LOC122573324	XM_043739504.1,XM_043739505.1,XM_043739502.1,XM_043739503.1
LOC122572765	XM_043738200.1,XM_043738190.1
LOC122566448	XM_043723663.1
LOC122575150	XM_043743711.1,XM_043743710.1,XM_043743715.1,XM_043743714.1,XM_043743713.1
LOC122568963	XM_043729358.1,XM_043729348.1
LOC122577822	XM_043749462.1,XM_043749459.1,XM_043749460.1,XM_043749461.1
LOC122571823	XM_043736028.1
LOC122572510	XM_043737531.1,XM_043737530.1
LOC122568481	XM_043728243.1
LOC122567446	XM_043725960.1,XM_043725959.1,XM_043725958.1
LOC122571154	XM_043734536.1,XM_043734537.1,XM_043734534.1,XM_043734535.1
LOC122575519	XM_043744548.1
LOC122571018	XM_043734160.1,XM_043734159.1
LOC122571761	XM_043735880.1
LOC122572159	XM_043736809.1
LOC122570893	XM_043733835.1,XM_043733836.1,XM_043733834.1
LOC122577924	XM_043749629.1,XM_043749630.1
LOC122570281	XM_043732401.1
LOC122575189	XM_043743808.1,XM_043743810.1,XM_043743809.1,XM_043743807.1
LOC122572180	XM_043736850.1,XM_043736851.1
LOC122570007	XM_043731790.1
LOC122577075	XM_043748159.1
LOC122568910	XM_043729197.1
LOC122575067	XM_043743478.1
LOC122573254	XM_043739371.1
LOC122575395	XM_043744252.1,XM_043744251.1
LOC122573709	XM_043740463.1
LOC122575945	XM_043745487.1
LOC122568613	XM_043728541.1
LOC122576697	XM_043747362.1,XM_043747361.1,XM_043747360.1,XM_043747363.1
LOC122574425	XM_043742034.1,XM_043742031.1,XM_043742032.1,XM_043742033.1
LOC122566050	XM_043722755.1,XM_043722753.1,XM_043722752.1,XM_043722750.1,XM_043722751.1,XM_043722754.1,XM_043722756.1,XM_043722757.1,XM_043722758.1,XM_043722760.1,XM_043722749.1,XM_043722759.1,XM_043722761.1
LOC122569283	XM_043730097.1,XM_043730095.1,XM_043730094.1,XM_043730093.1
LOC122567103	XM_043725311.1,XM_043725318.1,XM_043725309.1,XM_043725313.1,XM_043725312.1,XM_043725310.1,XM_043725317.1,XM_043725308.1,XM_043725314.1,XM_043725315.1,XM_043725319.1
